"PEAKID,C,4","YEAR,C,4","SEASON,N,1,0","HOST,N,1,0","NATION,C,20","BCDATE,D","SKI,L","PARAPENTE,L","CAMPS,N,2,0","TOTMEMBERS,N,2,0","SMTMEMBERS,N,2,0","TOTHIRED,N,2,0","O2CLIMB,L","O2SLEEP,L","O2UNKWN,L","AGENCY,C,60","COMRTE,L","STDRTE,L"
CHOY,1999,1,2,Bulgaria,05/07/99,FALSE,FALSE,2,2,0,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,1,2,Italy,05/15/99,FALSE,FALSE,3,3,2,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1999,1,2,UK,04/24/99,FALSE,FALSE,3,17,2,4,FALSE,FALSE,FALSE,Nepal Myths & Mountain Trails,TRUE,TRUE
CHOY,1999,1,2,Japan,04/04/99,FALSE,FALSE,3,1,0,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,1,2,Russia,04/23/99,FALSE,FALSE,3,7,6,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,1,2,Mexico,04/04/99,FALSE,FALSE,2,3,2,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,1,2,Colombia,04/05/99,FALSE,FALSE,3,10,6,0,FALSE,FALSE,FALSE,Arun Treks,TRUE,TRUE
CHOY,1999,1,2,USA,04/05/99,FALSE,FALSE,3,4,4,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,1,2,USA,04/06/99,FALSE,FALSE,3,6,3,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHRI,1999,2,1,Japan,08/15/99,FALSE,FALSE,0,24,21,11,TRUE,FALSE,FALSE,Sherpa Summit Treks,,
DHA1,1999,1,1,USA,04/30/99,FALSE,FALSE,2,2,2,0,FALSE,FALSE,FALSE,Asian Trekking,,TRUE
DHA1,1999,1,1,Switzerland,04/29/99,FALSE,FALSE,3,5,0,2,FALSE,FALSE,FALSE,Iceland Trekking,,TRUE
DHAM,1999,1,1,S Korea,04/14/99,FALSE,FALSE,0,6,3,3,FALSE,FALSE,FALSE,Windhorse Trekking,,
DORJ,1999,1,1,Netherlands,04/25/99,FALSE,FALSE,2,8,0,3,FALSE,FALSE,FALSE,Summit Nepal Trekking,,
EVER,1999,1,2,Italy,04/19/99,FALSE,FALSE,3,6,2,2,TRUE,FALSE,FALSE,Monterosa Treks,TRUE,TRUE
EVER,1999,1,2,Belgium,04/06/99,FALSE,FALSE,2,1,0,1,TRUE,FALSE,FALSE,Khumbi-ila Mt. & Trekking,TRUE,TRUE
EVER,1999,1,2,S Africa,05/01/99,FALSE,FALSE,3,2,2,3,TRUE,FALSE,FALSE,Sherpa Cooperative Trekking (SCT),TRUE,TRUE
EVER,1999,1,2,Belgium,04/06/99,FALSE,FALSE,3,7,2,0,TRUE,FALSE,FALSE,None,TRUE,TRUE
EVER,1999,1,2,Italy,04/13/99,FALSE,FALSE,3,3,0,3,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
EVER,1999,1,2,Austria,04/23/99,FALSE,FALSE,3,2,0,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,2,Switzerland,04/16/99,FALSE,FALSE,2,10,0,2,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,2,USA,04/11/99,FALSE,FALSE,3,1,1,1,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,2,USA,04/11/99,FALSE,FALSE,3,1,1,1,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,2,USA,04/11/99,FALSE,FALSE,2,1,0,0,FALSE,FALSE,FALSE,Himalaya Expeditions,TRUE,TRUE
EVER,1999,1,2,USA,03/29/99,FALSE,FALSE,3,13,2,8,TRUE,TRUE,FALSE,Great Escapes Trekking,TRUE,TRUE
EVER,1999,1,1,Sweden,04/14/99,FALSE,FALSE,4,6,2,6,TRUE,FALSE,FALSE,Peak Promotion,TRUE,TRUE
EVER,1999,1,1,Ireland,04/04/99,FALSE,FALSE,0,5,1,4,TRUE,TRUE,FALSE,Summit Nepal Trekking/Arun Treks,TRUE,TRUE
EVER,1999,1,1,Sweden,03/22/99,FALSE,FALSE,4,4,2,9,TRUE,TRUE,FALSE,Nomad Expeditions,TRUE,TRUE
EVER,1999,1,1,UK,03/29/99,FALSE,FALSE,4,8,5,5,TRUE,TRUE,FALSE,Arun Treks,TRUE,TRUE
EVER,1999,1,2,China,,FALSE,FALSE,0,15,10,0,TRUE,FALSE,FALSE,None,TRUE,TRUE
EVER,1999,1,2,Poland,04/11/99,FALSE,FALSE,3,1,0,1,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,1,UK,04/05/99,FALSE,FALSE,4,19,9,26,TRUE,TRUE,FALSE,Nepal Myths & Mountain Trails,TRUE,TRUE
EVER,1999,1,1,USA,04/04/99,FALSE,FALSE,0,7,2,10,TRUE,TRUE,FALSE,Above the Clouds,TRUE,TRUE
EVER,1999,1,1,Canada,04/10/99,FALSE,FALSE,4,2,1,2,TRUE,TRUE,FALSE,Arun Treks,TRUE,TRUE
EVER,1999,1,1,USA,04/10/99,FALSE,FALSE,3,4,0,0,FALSE,FALSE,FALSE,Sea to Summit Trekking,TRUE,TRUE
EVER,1999,1,2,Japan,,FALSE,FALSE,0,1,0,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,1,Denmark,03/10/99,FALSE,FALSE,4,2,0,0,FALSE,FALSE,FALSE,Highlander Trekking,TRUE,TRUE
EVER,1999,1,1,Spain,04/08/99,FALSE,FALSE,2,1,0,0,FALSE,FALSE,FALSE,Sea to Summit Trekking,TRUE,TRUE
EVER,1999,1,2,India,04/14/99,FALSE,FALSE,3,9,3,4,TRUE,FALSE,FALSE,Asian Trekking,FALSE,
EVER,1999,1,2,Mexico,04/15/99,FALSE,FALSE,3,7,5,3,TRUE,FALSE,FALSE,Arun Treks,TRUE,TRUE
EVER,1999,1,2,New Zealand,04/09/99,FALSE,FALSE,4,6,3,5,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,1,Georgia,04/03/99,FALSE,FALSE,4,5,4,4,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,1,Japan,04/11/99,FALSE,FALSE,4,1,1,4,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,2,Georgia,04/11/99,FALSE,FALSE,3,8,3,3,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,2,Poland,04/13/99,FALSE,FALSE,3,10,3,2,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,1,Nepal,04/05/99,FALSE,FALSE,4,1,0,3,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
EVER,1999,1,2,China,,FALSE,FALSE,0,1,0,0,FALSE,FALSE,FALSE,None,TRUE,TRUE
EVER,1999,1,2,Ukraine,03/30/99,FALSE,FALSE,3,11,3,2,FALSE,FALSE,FALSE,Windhorse Trekking,TRUE,TRUE
EVER,1999,1,2,Russia,04/16/99,FALSE,FALSE,3,4,2,0,TRUE,FALSE,FALSE,Sea to Summit Trekking,TRUE,TRUE
EVER,1999,1,2,Yugoslavia,04/11/99,FALSE,FALSE,3,1,0,1,TRUE,FALSE,FALSE,Himalayan Waves/Asian Trekking,TRUE,TRUE
EVER,1999,1,1,Mexico,03/30/99,FALSE,FALSE,4,4,2,3,TRUE,TRUE,FALSE,Nomad Expeditions,TRUE,TRUE
GANG,1999,1,1,USA,04/15/99,FALSE,FALSE,3,10,0,2,FALSE,FALSE,FALSE,Above the Clouds,,
KANG,1999,1,1,S Korea,04/15/99,FALSE,FALSE,4,7,1,5,TRUE,TRUE,FALSE,Explore Himalaya,,
LHOT,1999,1,1,Czech Republic,04/19/99,FALSE,FALSE,4,5,4,2,FALSE,FALSE,FALSE,Nepal Trans Himalayan Explorer,,TRUE
LHOT,1999,1,1,Japan,04/15/99,FALSE,FALSE,4,2,1,3,TRUE,FALSE,FALSE,Cosmo Treks,,TRUE
LHOT,1999,1,1,UK,,FALSE,FALSE,4,4,0,5,FALSE,FALSE,FALSE,Arun Treks,,TRUE
MAKA,1999,1,1,Australia,04/12/99,FALSE,FALSE,3,8,2,2,FALSE,FALSE,FALSE,Su-Swagatam Treks,FALSE,TRUE
MAKA,1999,1,1,UK,04/23/99,FALSE,FALSE,3,1,1,1,FALSE,FALSE,FALSE,Himalaya Expeditions,FALSE,TRUE
MAKA,1999,1,1,Switzerland,04/10/99,FALSE,FALSE,2,1,1,1,FALSE,FALSE,FALSE,Khumbi-ila Mt. & Trekking,,TRUE
MAKA,1999,1,1,USA,04/05/99,FALSE,FALSE,4,13,4,1,FALSE,FALSE,FALSE,Everest Parivar,FALSE,TRUE
MAKA,1999,1,1,Denmark,04/10/99,FALSE,FALSE,0,2,1,0,FALSE,FALSE,FALSE,Arun Treks,,TRUE
MANA,1999,1,1,Canada,04/05/99,FALSE,FALSE,3,7,4,0,FALSE,FALSE,FALSE,Sherpa High Ambitions,TRUE,TRUE
MANA,1999,1,1,Spain,04/04/99,FALSE,FALSE,4,5,2,0,FALSE,FALSE,FALSE,Mountain House,TRUE,TRUE
MANA,1999,1,1,USA,04/04/99,FALSE,FALSE,3,2,2,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
MANA,1999,1,1,Germany,04/04/99,FALSE,FALSE,4,9,6,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
NUPT,1999,1,1,USA,04/04/99,FALSE,FALSE,3,5,3,10,TRUE,FALSE,FALSE,Above the Clouds,,
NUPT,1999,1,1,USA,05/08/99,FALSE,FALSE,1,5,0,2,FALSE,FALSE,FALSE,Himalayan Holidays,,
NUPT,1999,1,1,Italy,04/25/99,FALSE,FALSE,0,4,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE
PUMO,1999,1,1,USA,04/23/99,FALSE,FALSE,2,4,4,0,FALSE,FALSE,FALSE,Nomad Nepal Treks,,
THAM,1999,1,1,Spain,04/24/99,FALSE,FALSE,0,2,2,0,FALSE,FALSE,FALSE,Sea to Summit Trekking,,
KGUR,1999,3,1,Italy,10/09/99,FALSE,FALSE,0,8,0,1,FALSE,FALSE,FALSE,Thamserku Trekking,,
LHOT,1999,1,1,Spain,04/08/99,FALSE,FALSE,2,1,1,0,FALSE,FALSE,FALSE,Nomad Expeditions,,TRUE
GANC,1999,3,1,Switzerland,10/09/99,FALSE,FALSE,2,8,1,3,FALSE,FALSE,FALSE,Great Escapes Trekking,FALSE,FALSE
LANG,1999,3,1,Spain,09/28/99,FALSE,FALSE,1,5,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,,
HIML,1999,3,1,Germany,10/01/99,FALSE,FALSE,2,6,0,0,FALSE,FALSE,FALSE,Asian Trekking,,
DORJ,1999,3,1,France,10/18/99,FALSE,FALSE,2,8,6,4,FALSE,FALSE,FALSE,Great Himalayan Adventure (GHA),,
LANG,1999,3,1,Switzerland,10/09/99,FALSE,FALSE,1,5,0,0,FALSE,FALSE,FALSE,Asian Trekking,,
MANN,1999,3,1,Japan,09/23/99,FALSE,FALSE,3,7,6,4,FALSE,FALSE,FALSE,Cosmo Treks,,
MANA,1999,3,1,Spain,09/13/99,FALSE,FALSE,3,5,0,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
BARU,1999,3,1,France,10/15/99,FALSE,FALSE,1,7,0,2,FALSE,FALSE,FALSE,Mandala Trekking,FALSE,FALSE
MANA,1999,3,1,S Korea,09/17/99,FALSE,FALSE,3,4,0,1,FALSE,FALSE,FALSE,Windhorse Trekking,TRUE,TRUE
MANA,1999,3,1,France,09/26/99,FALSE,FALSE,2,7,0,2,FALSE,FALSE,FALSE,Sailung Adventure Trekking,TRUE,TRUE
AMAD,1999,3,1,UK,10/23/99,FALSE,FALSE,3,10,8,2,FALSE,FALSE,FALSE,High Country Trekking,TRUE,FALSE
AMAD,1999,3,1,Ireland,10/26/99,FALSE,FALSE,3,2,1,1,FALSE,FALSE,FALSE,High Country Trekking,TRUE,FALSE
AMAD,1999,3,1,Spain,10/13/99,FALSE,FALSE,2,3,2,0,FALSE,FALSE,FALSE,Himalayan Culture Treks,TRUE,FALSE
AMAD,1999,3,1,New Zealand,10/17/99,FALSE,FALSE,2,4,1,1,FALSE,FALSE,FALSE,Holiday World,TRUE,FALSE
AMAD,1999,3,1,USA,10/21/99,FALSE,FALSE,2,6,4,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,FALSE
AMAD,1999,3,1,USA,10/31/99,FALSE,FALSE,2,7,5,2,FALSE,FALSE,FALSE,Mountain Madness,TRUE,FALSE
AMAD,1999,3,1,Germany,09/20/99,FALSE,FALSE,3,7,0,2,FALSE,FALSE,FALSE,International Trekkers (Intrek Asia),TRUE,FALSE
AMAD,1999,3,1,Austria,10/29/99,FALSE,FALSE,1,2,1,0,FALSE,FALSE,FALSE,Sherpa & Swiss Adventures,TRUE,FALSE
AMAD,1999,3,1,Switzerland,10/29/99,FALSE,FALSE,1,6,6,0,FALSE,FALSE,FALSE,Sherpa & Swiss Adventures,TRUE,FALSE
AMAD,1999,3,1,Germany,11/02/99,FALSE,FALSE,1,6,4,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,FALSE
AMAD,1999,3,1,UK,10/24/99,FALSE,FALSE,2,1,1,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,FALSE
AMAD,1999,3,1,UK,10/28/99,FALSE,FALSE,3,7,6,3,FALSE,FALSE,FALSE,Shiva Treks,TRUE,FALSE
AMAD,1999,3,1,Austria,10/15/99,FALSE,FALSE,1,2,2,3,FALSE,FALSE,FALSE,Iceland Trekking,TRUE,FALSE
AMAD,1999,3,1,USA,10/11/99,FALSE,FALSE,1,2,0,5,FALSE,FALSE,FALSE,Holiday World,TRUE,FALSE
AMAD,1999,3,1,France,10/09/99,FALSE,FALSE,2,13,9,3,FALSE,FALSE,FALSE,Alpine Treks,TRUE,FALSE
AMAD,1999,3,1,Switzerland,09/15/99,FALSE,FALSE,1,8,0,1,FALSE,FALSE,FALSE,Khumbi-ila Mt. & Trekking,TRUE,FALSE
AMAD,1999,3,1,Switzerland,10/02/99,FALSE,FALSE,1,2,0,2,FALSE,FALSE,FALSE,Iceland Trekking,TRUE,FALSE
AMAD,1999,3,1,USA,11/07/99,FALSE,FALSE,2,4,0,2,FALSE,FALSE,FALSE,Himalayan Treks (Him Treks),TRUE,FALSE
AMAD,1999,3,1,Italy,10/30/99,FALSE,FALSE,2,6,1,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,TRUE,FALSE
AMAD,1999,4,1,UK,11/20/99,FALSE,FALSE,2,3,1,1,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE
AMAD,1999,4,1,UK,11/15/99,FALSE,FALSE,2,3,2,2,FALSE,FALSE,FALSE,Summit Nepal Trekking,TRUE,FALSE
AMAD,1999,4,1,UK,11/17/99,FALSE,FALSE,2,11,4,2,FALSE,FALSE,FALSE,Himalayan Guides,TRUE,FALSE
AMAD,1999,4,1,USA,11/28/99,FALSE,FALSE,3,7,5,7,FALSE,FALSE,FALSE,Sherpa Shangri-La Trekking,TRUE,FALSE
AMAD,1999,4,1,USA,11/28/99,FALSE,FALSE,3,5,4,0,FALSE,FALSE,FALSE,Great Escapes Trekking,TRUE,FALSE
AMAD,1999,4,1,USA,12/01/99,FALSE,FALSE,2,6,0,0,FALSE,FALSE,FALSE,Windhorse Trekking,TRUE,FALSE
BARU,1999,3,1,UK,10/12/99,FALSE,FALSE,1,9,0,2,FALSE,FALSE,FALSE,High Country Trekking,FALSE,FALSE
BARU,1999,3,1,Germany,10/27/99,FALSE,FALSE,2,8,2,0,FALSE,FALSE,FALSE,Annapurna Treks,FALSE,FALSE
BARU,1999,3,1,France,11/08/99,FALSE,FALSE,0,3,0,0,FALSE,FALSE,FALSE,Numbur Himal Treks,FALSE,FALSE
BARU,1999,3,1,Italy,09/28/99,FALSE,FALSE,4,3,0,1,FALSE,FALSE,FALSE,Himalayan Excursions,FALSE,FALSE
BARU,1999,3,1,Italy,10/17/99,FALSE,FALSE,0,8,0,0,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE
BARU,1999,3,1,USA,10/01/99,FALSE,FALSE,3,8,2,0,FALSE,FALSE,FALSE,Asian Trekking,FALSE,FALSE
BARU,1999,3,1,France,10/04/99,FALSE,FALSE,2,12,0,2,FALSE,FALSE,FALSE,Cho Oyu Trekking,FALSE,FALSE
BARU,1999,3,1,Italy,10/09/99,FALSE,FALSE,2,3,0,2,FALSE,FALSE,FALSE,Numbur Himal Treks,FALSE,FALSE
BARU,1999,3,1,Germany,10/10/99,FALSE,FALSE,1,12,0,2,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE
BARU,1999,3,1,Austria,10/06/99,FALSE,FALSE,2,7,0,0,FALSE,FALSE,FALSE,Himalayan Sherpa Adventure,FALSE,FALSE
CHOY,1999,3,2,S Korea,09/03/99,FALSE,FALSE,3,9,4,2,FALSE,FALSE,FALSE,Explore Himalaya,TRUE,TRUE
CHOY,1999,3,2,Japan,08/31/99,FALSE,FALSE,3,4,4,2,TRUE,TRUE,FALSE,Cosmo Treks,TRUE,TRUE
CHOY,1999,3,2,Slovenia,09/06/99,FALSE,FALSE,2,11,3,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,3,2,Czech Republic,09/18/99,FALSE,FALSE,2,2,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1999,3,2,Turkey,09/30/99,FALSE,FALSE,2,1,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1999,3,2,Japan,09/02/99,FALSE,FALSE,2,4,4,0,FALSE,FALSE,FALSE,Cosmo Treks,TRUE,TRUE
CHOY,1999,3,2,France,09/07/99,FALSE,FALSE,2,8,6,2,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1999,3,2,France,09/17/99,FALSE,FALSE,2,8,0,5,FALSE,FALSE,FALSE,Great Himalayan Adventure (GHA),TRUE,TRUE
CHOY,1999,3,2,France,09/07/99,FALSE,FALSE,0,3,1,2,TRUE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1999,3,2,UK,09/04/99,FALSE,FALSE,2,7,0,4,TRUE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,3,2,USA,08/30/99,FALSE,FALSE,2,2,2,0,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,3,2,France,09/09/99,FALSE,FALSE,3,2,0,1,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1999,3,2,Ecuador,09/23/99,FALSE,FALSE,2,4,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1999,3,2,Chile,09/09/99,FALSE,FALSE,1,1,0,1,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1999,3,2,New Zealand,09/03/99,FALSE,FALSE,3,1,1,0,FALSE,FALSE,FALSE,Explore Himalaya,TRUE,TRUE
CHOY,1999,3,2,UK,09/04/99,FALSE,FALSE,2,10,1,5,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,3,2,USA,09/08/99,FALSE,FALSE,2,14,1,4,TRUE,TRUE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,3,2,USA,09/01/99,FALSE,FALSE,2,11,0,6,FALSE,FALSE,FALSE,Great Escapes Trekking,TRUE,TRUE
CHOY,1999,3,2,USA,09/05/99,FALSE,FALSE,2,6,0,4,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
CHOY,1999,3,2,Spain,09/09/99,FALSE,FALSE,2,4,0,1,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOY,1999,3,2,Spain,09/09/99,FALSE,FALSE,2,1,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
CHOP,1999,3,1,Germany,10/24/99,FALSE,FALSE,2,4,4,0,FALSE,FALSE,FALSE,Multi Adventure,FALSE,FALSE
DHA1,1999,3,1,Mexico,09/15/99,FALSE,FALSE,2,2,0,0,FALSE,TRUE,FALSE,Asian Trekking,,TRUE
DHA1,1999,3,1,Slovenia,09/26/99,FALSE,FALSE,2,7,0,0,FALSE,FALSE,FALSE,Wilderness Experience,,
DHA1,1999,3,1,Switzerland,09/15/99,FALSE,FALSE,2,4,0,0,FALSE,FALSE,FALSE,Asian Trekking,,TRUE
DHA1,1999,3,1,Japan,09/10/99,FALSE,FALSE,3,2,0,1,FALSE,FALSE,FALSE,Cosmo Treks,,TRUE
DHA1,1999,3,1,Czech Republic,10/01/99,FALSE,FALSE,2,9,0,2,FALSE,FALSE,FALSE,Nepal Trans Himalayan Explorer,,TRUE
DHA1,1999,3,1,France,09/29/99,FALSE,FALSE,3,5,0,2,FALSE,FALSE,FALSE,Thamserku Trekking,,TRUE
DHA1,1999,3,1,USA,08/31/99,FALSE,FALSE,3,11,2,0,FALSE,FALSE,FALSE,Everest Parivar,,TRUE
DROM,1999,3,1,UK,10/09/99,FALSE,FALSE,0,7,0,0,FALSE,FALSE,FALSE,Asian Trekking,FALSE,FALSE
EVER,1999,3,1,Spain,09/07/99,FALSE,FALSE,3,9,0,7,FALSE,FALSE,FALSE,Sherpa Alpine Trekking,TRUE,TRUE
EVER,1999,3,2,Spain,09/10/99,FALSE,FALSE,1,4,0,2,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
EVER,1999,3,2,Italy,09/17/99,FALSE,FALSE,0,2,0,0,FALSE,FALSE,FALSE,Thamserku Trekking,TRUE,TRUE
EVER,1999,3,2,S Korea,09/18/99,FALSE,FALSE,1,15,0,0,FALSE,FALSE,FALSE,Beyond Base Camp,FALSE,
EVER,1999,4,2,USA,11/23/99,FALSE,FALSE,3,1,0,3,FALSE,FALSE,FALSE,Explore Himalaya,TRUE,TRUE
GURK,1999,3,1,Germany,10/24/99,FALSE,FALSE,0,7,0,0,FALSE,FALSE,FALSE,Baudha Himal,,
GYAC,1999,3,2,Slovenia,09/29/99,FALSE,FALSE,0,9,6,0,FALSE,FALSE,FALSE,Wilderness Experience,FALSE,FALSE
JANU,1999,3,1,Uzbekistan,09/11/99,FALSE,FALSE,3,11,0,0,FALSE,FALSE,FALSE,Royal Mountain Travel,FALSE,FALSE
KTOK,1999,3,1,Spain,10/05/99,FALSE,FALSE,1,4,1,0,FALSE,FALSE,FALSE,Thamserku Trekking,,
KANG,1999,3,1,S Korea,08/26/99,FALSE,FALSE,4,15,0,10,FALSE,FALSE,FALSE,Windhorse Trekking,FALSE,FALSE
KGUR,1999,3,1,France,10/19/99,FALSE,FALSE,2,9,5,5,FALSE,FALSE,FALSE,Khumbi-ila Mt. & Trekking,FALSE,FALSE
KJRS,1999,3,1,UK,09/19/99,FALSE,FALSE,1,9,4,2,FALSE,FALSE,FALSE,Himalaya Expeditions,,
LHOT,1999,3,1,S Korea,09/13/99,FALSE,FALSE,4,11,0,4,FALSE,FALSE,FALSE,Sarang San Treks,,
MAKA,1999,3,1,S Korea,10/09/99,FALSE,FALSE,1,10,0,5,FALSE,FALSE,FALSE,Explore Himalaya,FALSE,TRUE
MANA,1999,3,1,Spain,09/10/99,FALSE,FALSE,2,7,0,1,FALSE,FALSE,FALSE,Asian Trekking,TRUE,TRUE
MANA,1999,4,1,Japan,11/20/99,FALSE,FALSE,2,7,0,4,FALSE,FALSE,FALSE,Cosmo Treks,TRUE,TRUE
MANA,1999,4,1,Japan,12/21/99,FALSE,FALSE,0,7,0,0,FALSE,FALSE,FALSE,Himalayan Culture Treks,TRUE,TRUE
MANA,1999,4,1,Denmark,12/03/99,FALSE,FALSE,2,1,0,3,FALSE,FALSE,FALSE,Gurkha's Encounter Adventure Overland,TRUE,TRUE
MANA,1999,4,1,Netherlands,12/07/99,FALSE,FALSE,2,1,0,0,FALSE,FALSE,FALSE,Trekking International,TRUE,TRUE
NILS,1999,3,1,Slovenia,10/06/99,FALSE,FALSE,0,5,0,0,FALSE,FALSE,FALSE,Wilderness Experience,,
PUMO,1999,3,1,Poland,10/02/99,FALSE,FALSE,2,9,0,0,FALSE,FALSE,FALSE,Asian Trekking,,
PUMO,1999,3,1,Canada,10/05/99,FALSE,FALSE,0,11,0,0,FALSE,FALSE,FALSE,Great Escapes Trekking,FALSE,FALSE
PUMO,1999,3,1,Norway,10/04/99,FALSE,FALSE,1,5,0,0,FALSE,FALSE,FALSE,Adventure Third Pole,FALSE,FALSE
PUMO,1999,3,1,UK,10/18/99,FALSE,FALSE,0,20,0,0,FALSE,FALSE,FALSE,Himalayan Guides,,
RAKS,1999,3,1,Austria,10/11/99,FALSE,FALSE,1,9,0,4,FALSE,FALSE,FALSE,Pleasure,,
TENG,1999,3,1,USA,10/28/99,FALSE,FALSE,0,8,8,3,FALSE,FALSE,FALSE,Explore Himalaya,FALSE,FALSE
TENG,1999,3,1,Germany,10/16/99,FALSE,FALSE,1,7,0,2,FALSE,FALSE,FALSE,Himalayan Sherpa Nepal,FALSE,FALSE
TILI,1999,3,1,France,10/09/99,FALSE,FALSE,2,11,0,3,FALSE,FALSE,FALSE,Tip & Top Trekking,FALSE,FALSE
TILI,1999,3,1,France,10/17/99,FALSE,FALSE,2,17,13,5,FALSE,FALSE,FALSE,Great Himalayan Adventure (GHA),,
AMAD,1999,3,1,Norway,10/01/99,FALSE,FALSE,3,7,0,0,FALSE,FALSE,FALSE,Wilderness Experience,TRUE,FALSE
BARU,1999,3,1,Italy,11/12/99,FALSE,FALSE,1,5,0,2,FALSE,FALSE,FALSE,Thamserku Trekking,FALSE,FALSE
CHOY,1999,4,2,Spain,,FALSE,FALSE,0,1,0,0,FALSE,FALSE,FALSE,None,TRUE,TRUE
KTOK,1999,2,1,Japan,,FALSE,FALSE,0,5,0,0,FALSE,FALSE,FALSE,Cosmo Treks,,
URKM,1999,1,1,France,,FALSE,FALSE,0,3,3,1,FALSE,FALSE,FALSE,None,,
AMAD,1999,3,1,USA,10/24/99,FALSE,FALSE,0,1,1,0,FALSE,FALSE,FALSE,None,TRUE,FALSE
LNKE,1999,2,1,Japan,,FALSE,FALSE,0,2,2,2,FALSE,FALSE,FALSE,Cosmo Treks,,
GLAC,1998,1,1,Austria,04/26/98,FALSE,FALSE,2,4,0,6,FALSE,FALSE,FALSE,Iceland Trekking,,
ANN1,1998,1,1,Italy,04/13/98,FALSE,FALSE,0,4,0,4,FALSE,FALSE,FALSE,Cho Oyu Trekking,,
DHA1,1998,1,1,Greece,04/07/98,FALSE,FALSE,3,7,0,2,FALSE,FALSE,FALSE,Nepal Trek House,,TRUE
GAUR,1998,1,2,Japan,,FALSE,FALSE,0,4,0,0,FALSE,FALSE,FALSE,Asian Trekking,,
SAIE,1998,1,1,Austria,04/17/98,FALSE,FALSE,0,2,0,0,FALSE,FALSE,FALSE,Inner Nepal,,
LANG,1998,1,1,Japan,03/20/98,FALSE,FALSE,2,4,0,4,FALSE,FALSE,FALSE,Mt. Fuji Trekking,,
ANN1,1998,1,1,S Korea,04/13/98,FALSE,FALSE,3,4,1,4,FALSE,FALSE,FALSE,Windhorse Trekking,,TRUE
